filename,report_title,section,sentence,label,units,predictedlabel
wasde0120.xls,WASDE - 596,OILSEEDS,Other notable oilseed changes include a 0.5-million-ton increase to Chinese soybean crush due to a higher-than-expected pace to date.,C,Other notable oilseed changes include a 0.5-million-ton increase to Chinese soybean crush,e
wasde0120.xls,WASDE - 596,OILSEEDS,Other notable oilseed changes include a 0.5-million-ton increase to Chinese soybean crush due to a higher-than-expected pace to date.,P,due to a higher-than-expected pace to date.,e
wasde0122.xls,WASDE - 620,OILSEEDS,Other notable oilseed changes include lower palm oil production for Malaysia and higher rapeseed production for India on a faster-than-expected planting pace.,C,Other notable oilseed changes include lower palm oil production for Malaysia,e
wasde0122.xls,WASDE - 620,OILSEEDS,Other notable oilseed changes include lower palm oil production for Malaysia and higher rapeseed production for India on a faster-than-expected planting pace.,P,and higher rapeseed production for India on a faster-than-expected planting pace.,e
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,OILSEEDS,Other notable soybean changes include back year revisions to China’s domestic consumption growth to better reflect per capita consumption and population growth.,C,Other notable soybean changes include back year revisions to China’s domestic consumption growth,e
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,OILSEEDS,Other notable soybean changes include back year revisions to China’s domestic consumption growth to better reflect per capita consumption and population growth.,P,to better reflect per capita consumption and population growth.,p
wasde0524.xls,WASDE - 648,SUGAR,Other production parameters are projected on the basis of recent 5-year averages.,P,Other production parameters are projected on the basis of recent 5-year averages.,e
wasde1123.xls,WASDE - 642,SUGAR,Other states like Veracruz and Quintana Roo (important regions for the production of low polarity sugar) are not as severely affected.,C,Other states like Veracruz and Quintana Roo (important regions for the production of low polarity sugar) are not as severely affected.,c
wasde0722.xls,WASDE - 626,SUGAR,"Other than imports, supply is slightly decreased by a reduction in Florida cane sugar production only partially offset by a small increase in beet sugar production as reported by processors.",C,"Other than imports, supply is slightly decreased by a reduction in Florida cane sugar production",e
wasde0722.xls,WASDE - 626,SUGAR,"Other than imports, supply is slightly decreased by a reduction in Florida cane sugar production only partially offset by a small increase in beet sugar production as reported by processors.",P,only partially offset by a small increase in beet sugar production,e
wasde0722.xls,WASDE - 626,SUGAR,"Other than imports, supply is slightly decreased by a reduction in Florida cane sugar production only partially offset by a small increase in beet sugar production as reported by processors.",E,as reported by processors.,e
wasde0320.xls,WASDE - 598,WHEAT,Output is raised on higher production forecasts for India and Argentina more than offsetting reductions for Turkey and Australia.,C,Output is raised on higher production forecasts for India and Argentina,e
wasde0320.xls,WASDE - 598,WHEAT,Output is raised on higher production forecasts for India and Argentina more than offsetting reductions for Turkey and Australia.,P,more than offsetting reductions for Turkey and Australia.,e
wasde0223.xls,WASDE - 633,"LIVESTOCK, POULTRY, AND DAIRY",Output per cow is also reduced slightly.,C,Output per cow is also reduced slightly.,e
wasde0323.xls,WASDE - 634,"LIVESTOCK, POULTRY, AND DAIRY",Output per cow is unchanged from last month.,C,Output per cow is unchanged from last month.,e
wasde0922.xls,WASDE - 628,"LIVESTOCK, POULTRY, AND DAIRY",Output-per-cow is forecast to increase at a slightly more rapid pace in 2022 but the forecast for 2023 is unchanged.,C,Output-per-cow is forecast to increase at a slightly more rapid pace in 2022,e
wasde0922.xls,WASDE - 628,"LIVESTOCK, POULTRY, AND DAIRY",Output-per-cow is forecast to increase at a slightly more rapid pace in 2022 but the forecast for 2023 is unchanged.,C,but the forecast for 2023 is unchanged.,c
wasde0320.xls,WASDE - 598,RICE,"Outside of several small and mostly offsetting changes, India accounts for nearly all of the global stock increase.",P,"Outside of several small and mostly offsetting changes,",p
wasde0320.xls,WASDE - 598,RICE,"Outside of several small and mostly offsetting changes, India accounts for nearly all of the global stock increase.",C,India accounts for nearly all of the global stock increase.,c
wasde0121.xls,WASDE - 608,COTTON,"Outside the United States, Pakistan’s 200,000-bale decline is the largest change, with smaller upward revisions for Greece, Australia, and Turkey.",C,"Outside the United States, Pakistan’s 200,000-bale decline is the largest change,",e
wasde0121.xls,WASDE - 608,COTTON,"Outside the United States, Pakistan’s 200,000-bale decline is the largest change, with smaller upward revisions for Greece, Australia, and Turkey.",P,"with smaller upward revisions for Greece, Australia, and Turkey.",e
wasde0520.xls,WASDE - 600,COARSE GRAINS,Over that same time period realized corn imports reached a high of 5.5 million tons.,E,Over that same time period,e
wasde0520.xls,WASDE - 600,COARSE GRAINS,Over that same time period realized corn imports reached a high of 5.5 million tons.,E,realized corn imports reached a high of 5.5 million tons.,e
wasde0623.xls,WASDE - 637,COTTON,"Overall U.S. abandonment is now projected at 16 percent, which would be less than half its 2022/23 level, and close to the long run average.",C,"Overall U.S. abandonment is now projected at 16 percent,",e
wasde0623.xls,WASDE - 637,COTTON,"Overall U.S. abandonment is now projected at 16 percent, which would be less than half its 2022/23 level, and close to the long run average.",E,"which would be less than half its 2022/23 level,",e
wasde0623.xls,WASDE - 637,COTTON,"Overall U.S. abandonment is now projected at 16 percent, which would be less than half its 2022/23 level, and close to the long run average.",E,and close to the long run average.,e
wasde1024.xls,WASDE - 653,COTTON,"Overall, the national all-cotton yield estimate is reduced 18 pounds from last month to 789 pounds per harvested acre.",C,"Overall, the national all-cotton yield estimate is reduced 18 pounds from last month",e
wasde1024.xls,WASDE - 653,COTTON,"Overall, the national all-cotton yield estimate is reduced 18 pounds from last month to 789 pounds per harvested acre.",E,to 789 pounds per harvested acre.,e
wasde1220.xls,WASDE - 607,WHEAT,Pakistan continues to actively import wheat to raise stocks in order to alleviate food price inflation concerns.,C,Pakistan continues to actively import wheat,e
wasde1220.xls,WASDE - 607,WHEAT,Pakistan continues to actively import wheat to raise stocks in order to alleviate food price inflation concerns.,P,to raise stocks,p
wasde1220.xls,WASDE - 607,WHEAT,Pakistan continues to actively import wheat to raise stocks in order to alleviate food price inflation concerns.,P,in order to alleviate food price inflation concerns.,p
wasde1020.xls,WASDE - 605,WHEAT,"Pakistan imports are now 1.5 million tons, raising stocks which have been relatively tight recently.",E,"Pakistan imports are now 1.5 million tons,",e
wasde1020.xls,WASDE - 605,WHEAT,"Pakistan imports are now 1.5 million tons, raising stocks which have been relatively tight recently.",P,raising stocks,e
wasde1020.xls,WASDE - 605,WHEAT,"Pakistan imports are now 1.5 million tons, raising stocks which have been relatively tight recently.",E,which have been relatively tight recently.,e
wasde1122.xls,WASDE - 630,RICE,Pakistan’s 2022/23 production is lowered 0.8 million tons to 6.6 million on heavy flooding in the Sindh region expected to reduce yields.,C,Pakistan’s 2022/23 production is lowered 0.8 million tons to 6.6 million,e
wasde1122.xls,WASDE - 630,RICE,Pakistan’s 2022/23 production is lowered 0.8 million tons to 6.6 million on heavy flooding in the Sindh region expected to reduce yields.,P,on heavy flooding in the Sindh region expected to reduce yields.,e
wasde0223.xls,WASDE - 633,OILSEEDS,Pakistan’s imports are also down due to restrictions on import licenses of genetically engineered soybeans.,C,Pakistan’s imports are also down,c
wasde0223.xls,WASDE - 633,OILSEEDS,Pakistan’s imports are also down due to restrictions on import licenses of genetically engineered soybeans.,P,due to restrictions on import licenses of genetically engineered soybeans.,p
wasde1220.xls,WASDE - 607,WHEAT,Pakistan’s imports of 2.5 million tons would be its largest since 2008/09.,E,Pakistan’s imports of 2.5 million tons would be its largest since 2008/09.,e
wasde0724.xls,WASDE - 650,WHEAT,"Pakistan’s production forecast is raised 1.4 million tons to a record 31.4 million, based on government estimates indicating a large yield.",C,"Pakistan’s production forecast is raised 1.4 million tons to a record 31.4 million,",e
wasde0724.xls,WASDE - 650,WHEAT,"Pakistan’s production forecast is raised 1.4 million tons to a record 31.4 million, based on government estimates indicating a large yield.",E,based on government estimates indicating a large yield.,e
wasde0922.xls,WASDE - 628,RICE,"Pakistan’s production is decreased 500,000 tons to 8.4 million on expectations that August flooding reduced harvested area.",C,"Pakistan’s production is decreased 500,000 tons to 8.4 million",e
wasde0922.xls,WASDE - 628,RICE,"Pakistan’s production is decreased 500,000 tons to 8.4 million on expectations that August flooding reduced harvested area.",P,on expectations that August flooding reduced harvested area.,p
wasde0120.xls,WASDE - 596,OILSEEDS,Palm kernel and palm oil production are lowered for Malaysia due to dry weather conditions over the past year.,C,Palm kernel and palm oil production are lowered for Malaysia,e
wasde0120.xls,WASDE - 596,OILSEEDS,Palm kernel and palm oil production are lowered for Malaysia due to dry weather conditions over the past year.,P,due to dry weather conditions over the past year.,p
wasde1222.xls,WASDE - 631,OILSEEDS,"Palm kernel and palm oil production is lowered for Indonesia for 2021/22, reflecting crop losses during periods of export restrictions and poor harvest weather.",C,"Palm kernel and palm oil production is lowered for Indonesia for 2021/22,",c
wasde1222.xls,WASDE - 631,OILSEEDS,"Palm kernel and palm oil production is lowered for Indonesia for 2021/22, reflecting crop losses during periods of export restrictions and poor harvest weather.",P,reflecting crop losses during periods of export restrictions,e
wasde1222.xls,WASDE - 631,OILSEEDS,"Palm kernel and palm oil production is lowered for Indonesia for 2021/22, reflecting crop losses during periods of export restrictions and poor harvest weather.",P,and poor harvest weather.,e
wasde0425v2.xls,WASDE - 659,OILSEEDS,"Palm oil production is reduced 1.3 million tons to 78.2 million on lower output for Indonesia, Malaysia, and Thailand.",C,Palm oil production is reduced 1.3 million tons to 78.2 million,e
wasde0425v2.xls,WASDE - 659,OILSEEDS,"Palm oil production is reduced 1.3 million tons to 78.2 million on lower output for Indonesia, Malaysia, and Thailand.",P,"on lower output for Indonesia, Malaysia, and Thailand.",p
wasde0621.xls,WASDE - 611,OILSEEDS,Palm oil production is reduced for Malaysia on lower-than-expected output during January and February.,C,Palm oil production is reduced for Malaysia,e
wasde0621.xls,WASDE - 611,OILSEEDS,Palm oil production is reduced for Malaysia on lower-than-expected output during January and February.,P,on lower-than-expected output during January and February.,e
wasde0222.xls,WASDE - 621,COARSE GRAINS,Paraguay corn production is down as extreme heat and dryness sharply reduce yield prospects.,C,Paraguay corn production is down,e
wasde0222.xls,WASDE - 621,COARSE GRAINS,Paraguay corn production is down as extreme heat and dryness sharply reduce yield prospects.,P,as extreme heat and dryness sharply reduce yield prospects.,p
wasde0624.xls,WASDE - 649,OILSEEDS,Paraguay’s 2024/25 beginning stocks are lowered on higher exports for the prior marketing year.,C,Paraguay’s 2024/25 beginning stocks are lowered,c
wasde0624.xls,WASDE - 649,OILSEEDS,Paraguay’s 2024/25 beginning stocks are lowered on higher exports for the prior marketing year.,P,on higher exports for the prior marketing year.,e
wasde0122.xls,WASDE - 620,OILSEEDS,Paraguay’s crop is lowered 1.5 million tons to 8.5 million leading to lower exports mainly to neighboring countries.,C,Paraguay’s crop is lowered 1.5 million tons to 8.5 million,e
wasde0122.xls,WASDE - 620,OILSEEDS,Paraguay’s crop is lowered 1.5 million tons to 8.5 million leading to lower exports mainly to neighboring countries.,P,leading to lower exports,c
wasde0122.xls,WASDE - 620,OILSEEDS,Paraguay’s crop is lowered 1.5 million tons to 8.5 million leading to lower exports mainly to neighboring countries.,P,mainly to neighboring countries.,e
wasde1120.xls,WASDE - 606,SUGAR,"Partially offsetting is an increase of 25,000 STRV in high-tier tariff imports.",C,"Partially offsetting is an increase of 25,000 STRV in high-tier tariff imports.",e
wasde0225.xls,WASDE - 657,OILSEEDS,Partially offsetting is lower soybean crush and soybean meal exports for Paraguay on lower supplies.,P,Partially offsetting is lower soybean crush,p
wasde0225.xls,WASDE - 657,OILSEEDS,Partially offsetting is lower soybean crush and soybean meal exports for Paraguay on lower supplies.,P,and soybean meal exports for Paraguay on lower supplies.,p
wasde0922.xls,WASDE - 628,SUGAR,"Partially offsetting the TRQ import decrease is a 45,000-STRV increase in high-tier tariff imports, due mainly to high duty raw sugar imports made by refiners in August.",C,"Partially offsetting the TRQ import decrease is a 45,000-STRV increase in high-tier tariff imports,",c
wasde0922.xls,WASDE - 628,SUGAR,"Partially offsetting the TRQ import decrease is a 45,000-STRV increase in high-tier tariff imports, due mainly to high duty raw sugar imports made by refiners in August.",P,due mainly to high duty raw sugar imports made by refiners in August.,e
wasde1022.xls,WASDE - 629,WHEAT,"Partially offsetting the production decline are higher projected imports, raised 10 million bushels to 120 million, all for Hard Red Spring.",P,"Partially offsetting the production decline are higher projected imports,",p
wasde1022.xls,WASDE - 629,WHEAT,"Partially offsetting the production decline are higher projected imports, raised 10 million bushels to 120 million, all for Hard Red Spring.",E,"raised 10 million bushels to 120 million,",e
wasde1022.xls,WASDE - 629,WHEAT,"Partially offsetting the production decline are higher projected imports, raised 10 million bushels to 120 million, all for Hard Red Spring.",E,all for Hard Red Spring.,e
wasde0921.xls,WASDE - 616,WHEAT,"Partially offsetting these increases, Canadian production is lowered 1.0 million tons to 23.0 million, based on the Statistics Canada forecast issued August 30, and Argentina is reduced 500,000 tons to 20.0 million on dry conditions.",C,"Partially offsetting these increases, Canadian production is lowered 1.0 million tons to 23.0 million, based on the Statistics Canada forecast issued August 30,",e
wasde0921.xls,WASDE - 616,WHEAT,"Partially offsetting these increases, Canadian production is lowered 1.0 million tons to 23.0 million, based on the Statistics Canada forecast issued August 30, and Argentina is reduced 500,000 tons to 20.0 million on dry conditions.",C,"and Argentina is reduced 500,000 tons to 20.0 million on dry conditions.",e
wasde0425v2.xls,WASDE - 659,RICE,"Partially offsetting this are higher medium- and short-grain exports, up 0.5 million cwt to 29.5 million on continued strong sales and shipments to Northeast Asian markets.",C,"Partially offsetting this are higher medium- and short-grain exports,",p
wasde0425v2.xls,WASDE - 659,RICE,"Partially offsetting this are higher medium- and short-grain exports, up 0.5 million cwt to 29.5 million on continued strong sales and shipments to Northeast Asian markets.",E,up 0.5 million cwt to 29.5 million,e
wasde0425v2.xls,WASDE - 659,RICE,"Partially offsetting this are higher medium- and short-grain exports, up 0.5 million cwt to 29.5 million on continued strong sales and shipments to Northeast Asian markets.",E,on continued strong sales and shipments to Northeast Asian markets.,e
wasde0721.xls,WASDE - 614,WHEAT,"Partially offsetting this decrease is higher winter wheat production, both on increased harvested acreage and a higher yield.",C,"Partially offsetting this decrease is higher winter wheat production,",c
wasde0721.xls,WASDE - 614,WHEAT,"Partially offsetting this decrease is higher winter wheat production, both on increased harvested acreage and a higher yield.",P,both on increased harvested acreage,e
wasde0721.xls,WASDE - 614,WHEAT,"Partially offsetting this decrease is higher winter wheat production, both on increased harvested acreage and a higher yield.",P,and a higher yield.,e
wasde0224.xls,WASDE - 645,OILSEEDS,Partly offsetting are higher exports for Brazil on a strong year-to-date (October-January) pace.,P,Partly offsetting are higher exports for Brazil,p
wasde0224.xls,WASDE - 645,OILSEEDS,Partly offsetting are higher exports for Brazil on a strong year-to-date (October-January) pace.,E,on a strong year-to-date (October-January) pace.,e
wasde0524.xls,WASDE - 648,COARSE GRAINS,"Partly offsetting are larger crops projected for Brazil, the EU, China, South Africa, and Mexico.",P,"Partly offsetting are larger crops projected for Brazil,",p
wasde0524.xls,WASDE - 648,COARSE GRAINS,"Partly offsetting are larger crops projected for Brazil, the EU, China, South Africa, and Mexico.",E,"the EU,",e
wasde0524.xls,WASDE - 648,COARSE GRAINS,"Partly offsetting are larger crops projected for Brazil, the EU, China, South Africa, and Mexico.",E,"China,",e
wasde0524.xls,WASDE - 648,COARSE GRAINS,"Partly offsetting are larger crops projected for Brazil, the EU, China, South Africa, and Mexico.",E,"South Africa,",e
wasde0524.xls,WASDE - 648,COARSE GRAINS,"Partly offsetting are larger crops projected for Brazil, the EU, China, South Africa, and Mexico.",E,and Mexico.,e
wasde1020.xls,WASDE - 605,WHEAT,"Partly offsetting are lower imports, with all the reduction for Durum.",P,"Partly offsetting are lower imports,",p
wasde1020.xls,WASDE - 605,WHEAT,"Partly offsetting are lower imports, with all the reduction for Durum.",E,with all the reduction for Durum.,e
wasde0820.xls,WASDE - 603,OILSEEDS,"Partly offsetting higher U.S. production, foreign oilseed production is reduced 1.7 million tons to 479.6 million, mainly on lower rape Global 2020/21 soybean trade is raised 3.9 million tons, with higher exports for Brazil, Argentina, and the United States.",C,"Partly offsetting higher U.S. production, foreign oilseed production is reduced 1.7 million tons to 479.6 million, mainly on lower rape",e
wasde0820.xls,WASDE - 603,OILSEEDS,"Partly offsetting higher U.S. production, foreign oilseed production is reduced 1.7 million tons to 479.6 million, mainly on lower rape Global 2020/21 soybean trade is raised 3.9 million tons, with higher exports for Brazil, Argentina, and the United States.",C,"Global 2020/21 soybean trade is raised 3.9 million tons, with higher exports for Brazil, Argentina, and the United States.",e
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,OILSEEDS,Partly offsetting higher global soybean and canola production is lower oilseed production for Ukraine.,P,Partly offsetting higher global soybean and canola production,p
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,OILSEEDS,Partly offsetting higher global soybean and canola production is lower oilseed production for Ukraine.,P,is lower oilseed production for Ukraine.,e
wasde0120.xls,WASDE - 596,RICE,Partly offsetting is a 0.4-million-ton increase in the Bangladesh crop.,P,Partly offsetting is a 0.4-million-ton increase in the Bangladesh crop.,e
wasde0120.xls,WASDE - 596,WHEAT,Partly offsetting is a 0.5-million-ton increase for the European Union.,P,Partly offsetting is a 0.5-million-ton increase for the European Union.,e
wasde1022.xls,WASDE - 629,OILSEEDS,Partly offsetting is a 0.5-million-ton reduction to 19.5 million for Canada’s canola crop on a lower yield.,C,Partly offsetting is a 0.5-million-ton reduction to 19.5 million for Canada’s canola crop,e
wasde1022.xls,WASDE - 629,OILSEEDS,Partly offsetting is a 0.5-million-ton reduction to 19.5 million for Canada’s canola crop on a lower yield.,P,on a lower yield.,e
wasde0120.xls,WASDE - 596,WHEAT,Partly offsetting is a 1.0-million-ton decrease for Russia reflecting lower supplies and higher relative prices.,C,Partly offsetting is a 1.0-million-ton decrease for Russia,e
wasde0120.xls,WASDE - 596,WHEAT,Partly offsetting is a 1.0-million-ton decrease for Russia reflecting lower supplies and higher relative prices.,P,reflecting lower supplies,e
wasde0120.xls,WASDE - 596,WHEAT,Partly offsetting is a 1.0-million-ton decrease for Russia reflecting lower supplies and higher relative prices.,P,and higher relative prices.,p
wasde0320.xls,WASDE - 598,COARSE GRAINS,Partly offsetting is an increase for Argentina.,P,Partly offsetting is an increase for Argentina.,c
wasde0421.xls,WASDE - 613,COARSE GRAINS,Partly offsetting is greater indicated area for the second and third crops.,P,Partly offsetting is greater indicated area for the second and third crops.,p
wasde0821.xls,WASDE - 615,OILSEEDS,Partly offsetting is higher Ukrainian sunflowerseed.,P,Partly offsetting is higher Ukrainian sunflowerseed.,p
wasde0921.xls,WASDE - 616,OILSEEDS,Partly offsetting is higher canola output for Australia and higher peanut production for India.,P,Partly offsetting is higher canola output for Australia,e
wasde0921.xls,WASDE - 616,OILSEEDS,Partly offsetting is higher canola output for Australia and higher peanut production for India.,P,and higher peanut production for India.,e
wasde0423.xls,WASDE - 635,OILSEEDS,Partly offsetting is higher crush and higher soybean oil and meal exports for Brazil.,P,Partly offsetting is higher crush,p
wasde0423.xls,WASDE - 635,OILSEEDS,Partly offsetting is higher crush and higher soybean oil and meal exports for Brazil.,P,and higher soybean oil and meal exports for Brazil.,e
wasde0423.xls,WASDE - 635,OILSEEDS,Partly offsetting is higher production for Brazil which is increased 1.0 million tons to 154.0 million on higher area.,C,Partly offsetting is higher production for Brazil,c
wasde0423.xls,WASDE - 635,OILSEEDS,Partly offsetting is higher production for Brazil which is increased 1.0 million tons to 154.0 million on higher area.,E,which is increased 1.0 million tons to 154.0 million,e
wasde0423.xls,WASDE - 635,OILSEEDS,Partly offsetting is higher production for Brazil which is increased 1.0 million tons to 154.0 million on higher area.,P,on higher area.,e
wasde0424.xls,WASDE - 647,OILSEEDS,"Partly offsetting is higher production for Paraguay, up 0.2 million tons to 10.5 million.",P,"Partly offsetting is higher production for Paraguay,",p
wasde0424.xls,WASDE - 647,OILSEEDS,"Partly offsetting is higher production for Paraguay, up 0.2 million tons to 10.5 million.",E,up 0.2 million tons to 10.5 million.,e
wasde1023.xls,WASDE - 641,OILSEEDS,Partly offsetting is higher rapeseed production for Poland and higher sunflowerseed production for Argentina.,P,Partly offsetting is higher rapeseed production for Poland,e
wasde1023.xls,WASDE - 641,OILSEEDS,Partly offsetting is higher rapeseed production for Poland and higher sunflowerseed production for Argentina.,P,and higher sunflowerseed production for Argentina.,e
wasde0123.xls,WASDE - 632,OILSEEDS,Partly offsetting is higher soybean crush for Brazil.,P,Partly offsetting is higher soybean crush for Brazil.,p
wasde1023.xls,WASDE - 641,OILSEEDS,Partly offsetting is lower crush for India and Pakistan on lower supplies.,P,Partly offsetting is lower crush for India and Pakistan,c
wasde1023.xls,WASDE - 641,OILSEEDS,Partly offsetting is lower crush for India and Pakistan on lower supplies.,P,on lower supplies.,e
wasde0220.xls,WASDE - 597,OILSEEDS,Partly offsetting is lower palm kernel production.,P,Partly offsetting is lower palm kernel production.,p
wasde0523.xls,WASDE - 636,OILSEEDS,Partly offsetting is lower rapeseed production for Australia on a lower yield after 3 years of exceptional weather conditions.,C,Partly offsetting is lower rapeseed production for Australia,e
wasde0523.xls,WASDE - 636,OILSEEDS,Partly offsetting is lower rapeseed production for Australia on a lower yield after 3 years of exceptional weather conditions.,P,on a lower yield,e
wasde0523.xls,WASDE - 636,OILSEEDS,Partly offsetting is lower rapeseed production for Australia on a lower yield after 3 years of exceptional weather conditions.,E,after 3 years of exceptional weather conditions.,e
wasde0723.xls,WASDE - 638,OILSEEDS,"Partly offsetting is lower rapeseed production for the EU, down 0.8 million tons to 20.2 million based on dry conditions especially in France and Germany.",C,"Partly offsetting is lower rapeseed production for the EU,",c
wasde0723.xls,WASDE - 638,OILSEEDS,"Partly offsetting is lower rapeseed production for the EU, down 0.8 million tons to 20.2 million based on dry conditions especially in France and Germany.",E,down 0.8 million tons to 20.2 million,e
wasde0723.xls,WASDE - 638,OILSEEDS,"Partly offsetting is lower rapeseed production for the EU, down 0.8 million tons to 20.2 million based on dry conditions especially in France and Germany.",E,based on dry conditions especially in France and Germany.,e
wasde0520.xls,WASDE - 600,OILSEEDS,Partly offsetting is lower sunflowerseed production for Turkey.,P,Partly offsetting is lower sunflowerseed production for Turkey.,p
wasde0620.xls,WASDE - 601,OILSEEDS,Partly offsetting is reduced 2019/20 U.S. exports.,P,Partly offsetting is reduced 2019/20 U.S. exports.,c
wasde0520.xls,WASDE - 600,RICE,Partly offsetting the increased 2020/21 crop is a 32 percent decrease in beginning stocks.,P,Partly offsetting the increased 2020/21 crop,p
wasde0520.xls,WASDE - 600,RICE,Partly offsetting the increased 2020/21 crop is a 32 percent decrease in beginning stocks.,C,is a 32 percent decrease in beginning stocks.,e
wasde0620.xls,WASDE - 601,WHEAT,"Partly offsetting these changes are crop reductions of 2.0 million tons for the EU and 1.5 million for Ukraine, both reflecting dry conditions during key parts of the growing season.",C,Partly offsetting these changes are crop reductions of 2.0 million tons for the EU,e
wasde0620.xls,WASDE - 601,WHEAT,"Partly offsetting these changes are crop reductions of 2.0 million tons for the EU and 1.5 million for Ukraine, both reflecting dry conditions during key parts of the growing season.",E,"and 1.5 million for Ukraine,",e
wasde0620.xls,WASDE - 601,WHEAT,"Partly offsetting these changes are crop reductions of 2.0 million tons for the EU and 1.5 million for Ukraine, both reflecting dry conditions during key parts of the growing season.",E,both reflecting dry conditions during key parts of the growing season.,e
wasde0422.xls,WASDE - 623,OILSEEDS,"Partly offsetting these declines are higher palm and rapeseed oil imports for China, higher soybean oil imports for India, higher soybean meal imports for Turkey, and higher soybean imports for the EU.",P,"Partly offsetting these declines are higher palm and rapeseed oil imports for China,",p
wasde0422.xls,WASDE - 623,OILSEEDS,"Partly offsetting these declines are higher palm and rapeseed oil imports for China, higher soybean oil imports for India, higher soybean meal imports for Turkey, and higher soybean imports for the EU.",C,"higher soybean oil imports for India,",e
wasde0422.xls,WASDE - 623,OILSEEDS,"Partly offsetting these declines are higher palm and rapeseed oil imports for China, higher soybean oil imports for India, higher soybean meal imports for Turkey, and higher soybean imports for the EU.",C,"higher soybean meal imports for Turkey,",e
wasde0422.xls,WASDE - 623,OILSEEDS,"Partly offsetting these declines are higher palm and rapeseed oil imports for China, higher soybean oil imports for India, higher soybean meal imports for Turkey, and higher soybean imports for the EU.",C,and higher soybean imports for the EU.,e
wasde0322.xls,WASDE - 622,WHEAT,"Partly offsetting these reductions are increases for 2021/22 Australian and Indian exports, up 2.0 and 1.5 million tons respectively to 27.5 and 8.5 million.",P,"Partly offsetting these reductions are increases for 2021/22 Australian and Indian exports,",p
wasde0322.xls,WASDE - 622,WHEAT,"Partly offsetting these reductions are increases for 2021/22 Australian and Indian exports, up 2.0 and 1.5 million tons respectively to 27.5 and 8.5 million.",E,up 2.0 and 1.5 million tons respectively to 27.5 and 8.5 million.,e
wasde1122.xls,WASDE - 630,SUGAR,Per capita sweetener consumption for 2021/22 at 41.09 kilograms is carried forward to 2022/23 and implies sugar deliveries for consumption at 4.168 million MT.,E,Per capita sweetener consumption for 2021/22 at 41.09 kilograms is carried forward to 2022/23,e
wasde1122.xls,WASDE - 630,SUGAR,Per capita sweetener consumption for 2021/22 at 41.09 kilograms is carried forward to 2022/23 and implies sugar deliveries for consumption at 4.168 million MT.,P,and implies sugar deliveries for consumption at 4.168 million MT.,p
wasde0520.xls,WASDE - 600,SUGAR,"Per capita sweetener deliveries for 2020/21 for human consumption are projected at the same level as in 2019/20, implying sugar deliveries at 4.140 million MT.",C,"Per capita sweetener deliveries for 2020/21 for human consumption are projected at the same level as in 2019/20,",e
wasde0520.xls,WASDE - 600,SUGAR,"Per capita sweetener deliveries for 2020/21 for human consumption are projected at the same level as in 2019/20, implying sugar deliveries at 4.140 million MT.",E,implying sugar deliveries at 4.140 million MT.,e
wasde0520.xls,WASDE - 600,COTTON,"Planted area is expected to be virtually unchanged from 2019/20, but harvested area is projected 2 percent lower, as abandonment rises from 2019/20.",C,"Planted area is expected to be virtually unchanged from 2019/20,",e
wasde0520.xls,WASDE - 600,COTTON,"Planted area is expected to be virtually unchanged from 2019/20, but harvested area is projected 2 percent lower, as abandonment rises from 2019/20.",C,"but harvested area is projected 2 percent lower,",e
wasde0520.xls,WASDE - 600,COTTON,"Planted area is expected to be virtually unchanged from 2019/20, but harvested area is projected 2 percent lower, as abandonment rises from 2019/20.",P,as abandonment rises from 2019/20.,p
wasde0821.xls,WASDE - 615,"LIVESTOCK, POULTRY, AND DAIRY",Pork export forecasts for 2021 and 2022 are reduced from last month on recent trade data and continued slower demand growth from Asia.,C,Pork export forecasts for 2021 and 2022 are reduced from last month,e
wasde0821.xls,WASDE - 615,"LIVESTOCK, POULTRY, AND DAIRY",Pork export forecasts for 2021 and 2022 are reduced from last month on recent trade data and continued slower demand growth from Asia.,E,on recent trade data,e
wasde0821.xls,WASDE - 615,"LIVESTOCK, POULTRY, AND DAIRY",Pork export forecasts for 2021 and 2022 are reduced from last month on recent trade data and continued slower demand growth from Asia.,P,and continued slower demand growth from Asia.,e
wasde0424.xls,WASDE - 647,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are also raised based on strong exports reported through the first two months of the year.,C,Pork exports are also raised,c
wasde0424.xls,WASDE - 647,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are also raised based on strong exports reported through the first two months of the year.,P,based on strong exports reported through the first two months of the year.,e
